严重 1 0.0498508
个性 3 0.0166169
个省 4 0.0166169
中 3 0.0104841
中 5 0.0104841
中国 2 0.0314523
中国 3 0.0209682
中国 5 0.0209682
中心 2 0.0104841
中心 5 0.0104841
中断 1 0.0166169
中青年 2 0.0166169
临床 1 0.0166169
为例 3 0.0166169
为题 3 0.0166169
主任 2 0.0104841
主任 5 0.0419365
主任医师 1 0.0104841
主任医师 2 0.0104841
主任医师 5 0.0104841
主体 3 0.0166169
主办 3 0.0104841
主办 5 0.0104841
主要 1 0.0104841
主要 5 0.0104841
主题 2 0.0209682
主题 3 0.0104841
举行 3 0.0104841
举行 5 0.0104841
之后 3 0.0166169
之外 1 0.0166169
也从 3 0.0166169
了解 1 0.0104841
了解 3 0.0209682
二 2 0.0166169
二是 1 0.0166169
二级 2 0.0166169
二维码 2 0.0166169
二者 1 0.0166169
互为因果 1 0.0166169
互动 2 0.0166169
互联网 2 0.0166169
五是 1 0.0166169
交流 2 0.0166169
交流会 5 0.0166169
人员 5 0.0166169
人寿 3 0.0166169
人寿保险 3 0.0332339
人才培养 5 0.0166169
人民 1 0.0104841
人民 2 0.0733888
人民 3 0.0104841
人民 5 0.0314523
人民日报社 1 0.0166169
人民网 2 0.0104841
人民网 3 0.0104841
人民网 4 0.0104841
人民网 5 0.0104841
人群 3 0.0104841
人群 5 0.0104841
仅仅 3 0.0166169
介绍 1 0.0104841
介绍 3 0.0104841
介绍 5 0.0209682
代偿 1 0.0332339
代谢 1 0.0166169
任重而道远 5 0.0166169
企业 3 0.0332339
休克 1 0.0166169
休息 5 0.0166169
优秀 2 0.0332339
伙伴 3 0.0332339
会 1 0.0498508
会上 5 0.0166169
会议 5 0.0332339
传统模式 3 0.0166169
低于 1 0.0166169
体会 5 0.0166169
体力 1 0.0166169
作用 1 0.0104841
作用 3 0.0104841
使 1 0.0166169
侧支 1 0.0166169
促进 3 0.0104841
促进 5 0.0104841
保险 3 0.0166169
保险业 3 0.0166169
保险公司 3 0.0997016
保障 3 0.0830847
保障体系 3 0.0166169
信号 2 0.0332339
信息化 5 0.0166169
倍 1 0.0166169
借助 5 0.0166169
做 3 0.0104841
做 5 0.0314523
做到 5 0.0166169
做好 5 0.0166169
做客 2 0.0166169
健康 2 0.0419365
健康 3 0.241135
健康 4 0.0104841
健康 5 0.0733888
充分 3 0.0166169
充当 3 0.0166169
先要 3 0.0166169
免疫治疗 5 0.0166169
党建 2 0.0104841
党建 5 0.0104841
党的领导 5 0.0166169
全 1 0.0104841
全 3 0.0104841
全国 2 0.0314523
全国 5 0.0104841
全程 5 0.0166169
公众 2 0.0166169
公共卫生 3 0.0166169
公立医院 2 0.0664677
六 5 0.0166169
共 2 0.0166169
共享 2 0.0166169
共同 1 0.0166169
共赢 3 0.0166169
关口 3 0.0166169
关注 2 0.0166169
关系 3 0.0166169
关系密切 1 0.0166169
具体 5 0.0166169
养 3 0.0166169
内 3 0.0166169
内容 5 0.0332339
内科 5 0.0166169
冠心病 1 0.348956
冠状动脉 1 0.116319
冠脉 1 0.0332339
减少 1 0.0166169
出来 1 0.0166169
出现 1 0.0664677
分 1 0.0166169
分享 5 0.0166169
分会 5 0.0166169
分泌物 5 0.0166169
分级 2 0.0166169
初筛 5 0.0166169
利润 3 0.0332339
利用 5 0.0166169
制度 5 0.0166169
前 1 0.0166169
前移 3 0.0166169
前端 3 0.0166169
剧烈 1 0.0166169
副 5 0.0498508
力量 3 0.0166169
功能 1 0.0104841
功能 5 0.0104841
加重 1 0.0166169
动脉 1 0.0498508
助力 3 0.0166169
劳累 1 0.0166169
包括 1 0.0104841
包括 3 0.0104841
包括 5 0.0104841
北京 3 0.0104841
北京 4 0.0104841
北京大学 3 0.0166169
区域 2 0.0166169
区闷 1 0.0166169
医 2 0.0166169
医学中心 2 0.0166169
医学科 5 0.132935
医师 2 0.0166169
医生 1 0.0104841
医生 2 0.0419365
医生 3 0.0104841
医疗 2 0.0166169
医疗机构 5 0.0166169
医科大学 2 0.0209682
医科大学 5 0.0524206
医管局 5 0.0166169
医者 2 0.0166169
医药公司 3 0.0166169
医院 1 0.0104841
医院 2 0.0314523
医院 3 0.0104841
医院 5 0.188714
医院院长 2 0.0314523
医院院长 5 0.0104841
十大 2 0.0166169
升高 1 0.0332339
协会 3 0.0166169
协助 3 0.0104841
协助 5 0.0104841
卓 2 0.0166169
单日 4 0.0166169
博士生 2 0.0166169
卫生 2 0.0209682
卫生 4 0.0104841
卫生 5 0.0104841
危及 1 0.0166169
危重症 5 0.132935
危险 1 0.0664677
即可 2 0.0166169
历程 5 0.0166169
县域 5 0.0997016
县级 5 0.0332339
及时 1 0.0209682
及时 5 0.0104841
友邦 3 0.0664677
双赢 3 0.0166169
反思 5 0.0166169
反映 1 0.0166169
发展 1 0.0104841
发展 2 0.0104841
发展 5 0.0209682
发挥 3 0.0104841
发挥 5 0.0104841
发现 1 0.0209682
发现 5 0.0209682
发生 1 0.116319
发病 1 0.0166169
发病率 1 0.0209682
发病率 3 0.0104841
发表 5 0.0332339
取得 3 0.0104841
取得 5 0.0209682
受侵 1 0.0166169
变化 1 0.0166169
召开 5 0.0166169
右下角 2 0.0166169
各人 1 0.0166169
各地 2 0.0166169
各方 3 0.0166169
合作 3 0.0166169
合作方 3 0.0166169
合并 1 0.0166169
合理 3 0.0166169
合理化 5 0.0166169
后 1 0.0419365
后 2 0.0104841
后 3 0.0104841
后续 5 0.0166169
吸烟 1 0.0166169
呼吸 5 0.232637
呼吸困难 5 0.0166169
呼吸科 5 0.0166169
呼吸系统 5 0.0498508
商业保险 3 0.0166169
嘉宾 2 0.0166169
四是 1 0.0166169
回顾 5 0.0166169
因素 1 0.0830847
困难 5 0.0166169
围绕 2 0.0104841
围绕 5 0.0104841
国家 2 0.0314523
国家 4 0.0104841
国家 5 0.0314523
国家卫生部 2 0.0166169
坏死 1 0.0498508
型 1 0.0498508
城市 2 0.0166169
基于 3 0.0166169
基因 5 0.0166169
基层 5 0.0664677
基层医院 5 0.0332339
基石 5 0.0166169
基础 1 0.0166169
堵塞 1 0.0166169
增加 1 0.0209682
增加 5 0.0104841
增长 1 0.0166169
增高 1 0.0166169
处理 5 0.0166169
复苏 1 0.0332339
多方 3 0.0166169
多种 1 0.0166169
多见于 1 0.0166169
大 3 0.0209682
大 5 0.0104841
大学 5 0.0166169
大家 1 0.0166169
天津市 1 0.0166169
失败 1 0.0166169
奖 2 0.0332339
女性 1 0.0166169
好 1 0.0209682
好 2 0.0419365
好 3 0.0104841
好 5 0.0104841
委 2 0.0166169
委医政 5 0.0166169
委官 4 0.0166169
媒体 1 0.0166169
存在 1 0.0104841
存在 5 0.0104841
学科 5 0.0830847
学科建设 5 0.0830847
学院 3 0.0166169
宇 3 0.0498508
安 2 0.0166169
安排 3 0.0166169
完善 3 0.0166169
完整 3 0.0332339
实战 5 0.0166169
实现 5 0.0166169
实践 3 0.0166169
实验室 2 0.0166169
客户 3 0.132935
客户端 1 0.0104841
客户端 2 0.0104841
室 5 0.0332339
室颤 1 0.0166169
家族史 1 0.0166169
容易 1 0.0166169
对冲 3 0.0166169
导向 5 0.0166169
导师 2 0.0166169
导致 1 0.0498508
尊严 5 0.0166169
层级 5 0.0166169
层面 3 0.0166169
展开 5 0.0166169
展望 5 0.0166169
属 1 0.0166169
岁 1 0.0498508
崔元苑 4 0.0166169
工作 2 0.0104841
工作 3 0.0104841
工作 5 0.0104841
工作者 2 0.0166169
工程 5 0.0166169
已经 3 0.0332339
市场 2 0.0332339
希望 5 0.0498508
带来 3 0.0332339
帮助 3 0.0166169
帮带 5 0.0166169
常 1 0.0166169
常常 1 0.0166169
常有 1 0.0166169
常见问题 1 0.0166169
干预 1 0.0104841
干预 5 0.0104841
平台 5 0.0166169
平时 1 0.0166169
年 4 0.0166169
年龄 1 0.0332339
并就 5 0.0166169
广东 5 0.0332339
广东站 5 0.0166169
广州 5 0.116319
应 5 0.0498508
应以 5 0.0332339
应对 5 0.0166169
应用 5 0.0498508
应该 3 0.0166169
庞大 5 0.0166169
康 3 0.0166169
康复 3 0.0209682
康复 5 0.0104841
廓清 5 0.0166169
建党 2 0.0166169
建制 5 0.0830847
建好 5 0.0166169
建设 2 0.0629047
建设 5 0.125809
开展 5 0.0664677
开幕辞 5 0.0166169
异常 1 0.0498508
引入 3 0.0166169
引起 1 0.0314523
引起 5 0.0104841
引领 5 0.0166169
张 3 0.0498508
张晓宇 3 0.0830847
张晓宇以 3 0.0166169
强调 3 0.0332339
形成 1 0.0166169
很 3 0.0166169
很多 3 0.0166169
得到 1 0.0104841
得到 3 0.0104841
得到 5 0.0104841
循环 1 0.0166169
微 2 0.0332339
心内科 1 0.0166169
心力衰竭 1 0.0664677
心动 1 0.0166169
心律失常 1 0.0332339
心理 1 0.0166169
心电图 1 0.0332339
心绞痛 1 0.0166169
心肌 1 0.0664677
心肌梗塞 1 0.0166169
心肌梗死 1 0.0332339
心肌缺血 1 0.0830847
心肺 1 0.0166169
心脏 1 0.0498508
心脏病 1 0.0332339
必须 3 0.0166169
急剧 1 0.0166169
急性 1 0.0830847
性别 1 0.0166169
总经理 3 0.0166169
恶性 1 0.0166169
患病率 1 0.0166169
患者 1 0.0733888
患者 5 0.0209682
情绪 1 0.0166169
意义 5 0.0166169
意识 1 0.0104841
意识 3 0.0104841
感 1 0.0166169
感到 1 0.0166169
感觉 1 0.0166169
慢 5 0.0166169
慢阻 5 0.0830847
成为 3 0.0332339
成就 5 0.0166169
成绩 3 0.0166169
我国 2 0.0166169
戒治 2 0.0166169
截至 4 0.0166169
房颤 1 0.0332339
才能 1 0.0166169
打造 3 0.0166169
执行 3 0.0166169
扩展 3 0.0166169
扫描 2 0.0166169
技术 5 0.116319
报告 4 0.0166169
持久 1 0.0332339
指出 5 0.0332339
指导 3 0.0104841
指导 5 0.0104841
损伤 1 0.0104841
损伤 3 0.0104841
据田凤石 1 0.0166169
接种 4 0.0332339
推出 2 0.0104841
推出 3 0.0104841
推动 5 0.0166169
推进 2 0.0166169
措施 3 0.0166169
提供 3 0.0332339
提出 1 0.0104841
提出 3 0.0209682
提出 5 0.0209682
提升 5 0.0332339
提醒 1 0.0166169
提高 1 0.0104841
提高 3 0.0104841
提高 5 0.0524206
搜索 2 0.0166169
支付 3 0.0166169
支持 3 0.0332339
支气管镜 5 0.0997016
收缩 1 0.0166169
改善 3 0.0104841
改善 5 0.0209682
政府 5 0.0166169
政策 5 0.0166169
教授 2 0.0104841
教授 5 0.0104841
教育 5 0.0166169
数据 3 0.0166169
数据共享 3 0.0166169
整合 3 0.0166169
文化 5 0.0498508
新 1 0.0166169
新兴县 5 0.0166169
新冠 4 0.0332339
新疆生产建设兵团 4 0.0166169
新闻人物 2 0.0166169
方便 3 0.0166169
方式 1 0.0166169
方法 1 0.0166169
方面 5 0.0166169
旗下 1 0.0166169
无创 5 0.0166169
日 2 0.0104841
日 4 0.0209682
日 5 0.0104841
日前 2 0.0166169
日电 4 0.0166169
早 5 0.0498508
早期 1 0.0498508
早治早 5 0.0166169
早防 5 0.0166169
时 1 0.0104841
时 5 0.0104841
时至今日 3 0.0166169
时间 3 0.0166169
昆明 2 0.0332339
晓 3 0.0498508
普及 5 0.0166169
暂时性 1 0.0166169
更 3 0.0209682
更 5 0.0104841
更加 5 0.0166169
更好 3 0.0332339
最 1 0.0166169
最后 1 0.0104841
最后 3 0.0104841
最后 5 0.0209682
最终 1 0.0166169
月 2 0.0104841
月 4 0.0209682
月 5 0.0104841
有助于 1 0.0166169
有效 1 0.0166169
有机 3 0.0166169
有限公司 3 0.0332339
服务 3 0.0209682
服务 5 0.0209682
服务体系 3 0.0166169
未来 5 0.0332339
机构 3 0.0166169
李时悦 5 0.0498508
来自 5 0.0332339
杰出 2 0.0166169
极容易 1 0.0166169
构建 3 0.0664677
标本 5 0.0166169
核心作用 5 0.0166169
梁 5 0.0166169
梁永祥 5 0.0166169
检查 1 0.0104841
检查 5 0.0209682
楷体 5 0.0166169
概念 3 0.0166169
模式 3 0.0104841
模式 5 0.0104841
次 4 0.0332339
此时 1 0.0332339
死因 1 0.0166169
毒品 2 0.0166169
比较严重 1 0.0166169
气道 5 0.0166169
水平 3 0.0104841
水平 5 0.0104841
永 5 0.0166169
没有 1 0.0332339
治愈 5 0.0166169
治疗 1 0.0314523
治疗 3 0.0209682
治疗 5 0.0209682
活动 1 0.0332339
活得 5 0.0166169
流程 3 0.0166169
消息 4 0.0166169
深入 3 0.0166169
满足 3 0.0166169
演变 1 0.0166169
演播室 2 0.0166169
演讲 3 0.0332339
演讲时 5 0.0166169
点击 2 0.0166169
物 5 0.0166169
特别 5 0.0166169
特岗 5 0.0166169
特征 3 0.0166169
特征性 1 0.0166169
狭窄 1 0.0664677
猝死 1 0.0332339
王昆华 2 0.0332339
现任 2 0.0166169
现在 5 0.0166169
现场 3 0.0166169
现状 5 0.0166169
理念 3 0.0166169
生命 1 0.0166169
生态圈 3 0.0498508
生态系统 3 0.0166169
生活 1 0.0166169
用药 5 0.0166169
田凤石 1 0.0498508
电 1 0.0166169
男性 1 0.0332339
疫苗 4 0.0332339
疼痛 1 0.0166169
疾病 1 0.0209682
疾病 3 0.0314523
疾病 5 0.0524206
病人 3 0.0104841
病人 5 0.0209682
病变 1 0.0332339
病后 3 0.0166169
病毒 4 0.0332339
症 1 0.0166169
症状 1 0.0166169
痛 1 0.0166169
百年 2 0.0166169
目前 5 0.0166169
目标 5 0.0332339
直播 2 0.0166169
直辖市 4 0.0166169
相关 2 0.0104841
相关 5 0.0104841
相同 1 0.0166169
相应 1 0.0104841
相应 5 0.0104841
省内 5 0.0166169
看法 5 0.0166169
知识 5 0.0166169
研究型 2 0.0166169
研究院 5 0.0332339
硬化 1 0.0664677
硬化性 1 0.0166169
社会 1 0.0332339
祥 5 0.0166169
科 5 0.0166169
科室 5 0.0498508
科技 2 0.0166169
科研 5 0.0166169
积累 3 0.0166169
称为 1 0.0332339
称号 2 0.0166169
程度 1 0.0498508
突出 2 0.0166169
突出贡献 2 0.0332339
突发 1 0.0166169
端 3 0.0166169
第一 2 0.0209682
第一 5 0.0524206
第二 5 0.0166169
等位 1 0.0166169
简介 2 0.0166169
简称 1 0.0166169
管理 3 0.094357
管理 5 0.0209682
类型 1 0.0332339
粥样 1 0.0664677
糖尿病 1 0.0332339
系列 2 0.0104841
系列 5 0.0104841
系统化 5 0.0166169
紊乱 1 0.0332339
紧缩 1 0.0166169
累计 4 0.0166169
结合 3 0.0166169
结合实际 2 0.0166169
绝经期 1 0.0332339
绩效考核 2 0.0166169
综合 5 0.0166169
综合征 1 0.0332339
缓解 5 0.0166169
缺少 1 0.0166169
缺氧 1 0.0664677
缺血 1 0.0332339
缺血性 1 0.0166169
网 4 0.0166169
网友 2 0.0166169
老百姓 3 0.0166169
而致 1 0.0166169
耐力 5 0.0166169
职业 3 0.0166169
职场 3 0.0332339
职工 3 0.0166169
联体 2 0.0332339
联动 2 0.0166169
联合 5 0.0166169
联盟 5 0.0166169
联网 5 0.0166169
肌肉 5 0.0166169
肥胖 1 0.0166169
肺 5 0.0997016
肺要 5 0.0166169
胆固醇 1 0.0166169
背景 5 0.0166169
胸前 1 0.0166169
胸科 1 0.0166169
胸骨 1 0.0166169
能力 1 0.0104841
能力 5 0.0419365
能够 3 0.0104841
能够 5 0.0104841
脂 1 0.0166169
腔 1 0.0332339
膳食 1 0.0166169
自治区 4 0.0166169
致 5 0.0166169
致敬 2 0.0166169
舒张 1 0.0166169
舒服 1 0.0166169
节目 2 0.0166169
苹果 2 0.0166169
范围 1 0.0166169
药科 5 0.0166169
获 2 0.0332339
获得 3 0.0166169
董事 3 0.0166169
融合 3 0.0166169
血流 1 0.0166169
血清 1 0.0166169
血管 1 0.0498508
血脂 1 0.0166169
行业 3 0.0166169
行为 3 0.0166169
行动 5 0.0166169
表现 1 0.0498508
表示 1 0.0104841
表示 3 0.0104841
表示 5 0.0524206
覆盖 3 0.0166169
观点 5 0.0166169
观看 2 0.0166169
观看节目 2 0.0166169
规范化 5 0.0332339
视为 1 0.0166169
角色 3 0.0166169
解决问题 5 0.0166169
认为 3 0.0166169
讨论 5 0.0166169
记者 4 0.0166169
讲解 1 0.0166169
讲话 5 0.0166169
讲述 5 0.0332339
许浦生 5 0.0166169
论坛 3 0.0332339
设施 5 0.0166169
设立 5 0.0332339
设计 5 0.0166169
访谈 2 0.0332339
诊断 1 0.0166169
诊治 5 0.0166169
诊疗 1 0.0104841
诊疗 2 0.0104841
诊疗 5 0.0104841
试验 1 0.0166169
话题 5 0.0166169
该院 5 0.0332339
详细分析 5 0.0166169
说 2 0.0104841
说 3 0.0209682
说 5 0.0209682
请 2 0.0166169
诸多方面 3 0.0166169
谈到 1 0.0104841
谈到 3 0.0104841
谭杰 5 0.0166169
负责人 2 0.0166169
贡献奖 2 0.0166169
责任 3 0.0166169
质 1 0.0166169
资源 3 0.0166169
资金投入 5 0.0166169
赢医 2 0.0166169
越大 3 0.0166169
越高 3 0.0166169
足够 3 0.0166169
转变 3 0.0166169
转向 3 0.0166169
较轻 1 0.0166169
过缓 1 0.0166169
过量 1 0.0166169
运动 1 0.0104841
运动 5 0.0104841
近日 1 0.0104841
近日 3 0.0104841
还 1 0.0104841
还 3 0.0209682
还 5 0.0209682
这类 1 0.0166169
进一步 3 0.0104841
进一步 5 0.0104841
进展 5 0.0166169
进步 3 0.0166169
进行 1 0.0209682
进行 2 0.0314523
进行 5 0.0104841
适宜 5 0.0498508
通常 1 0.0166169
通气 5 0.0166169
造成 1 0.0332339
避免 1 0.0166169
邀请 1 0.0104841
邀请 2 0.0104841
部门 5 0.0166169
都 3 0.0104841
都 5 0.0104841
酶 1 0.0166169
采取 3 0.0166169
重压 1 0.0166169
重点 2 0.0104841
重点 5 0.0209682
重要 1 0.0332339
重视 5 0.0332339
针对 5 0.0166169
针对性 3 0.0166169
钟长 5 0.0332339
镐 5 0.0332339
闭环 3 0.0166169
问题 5 0.0664677
队伍 5 0.0166169
防控 1 0.0104841
防控 5 0.0104841
防治 1 0.0166169
阻 5 0.0166169
阻塞 1 0.0166169
陀子 5 0.0166169
附属 2 0.0209682
附属 5 0.0629047
院长 5 0.0332339
陪伴 3 0.0332339
隐匿性 1 0.0166169
隐性 1 0.0166169
雪中送炭 3 0.0166169
需要 3 0.0104841
需要 5 0.0314523
非常 1 0.0104841
非常 3 0.0104841
面对 5 0.0166169
靶向 5 0.0166169
顶层 5 0.0166169
预后 5 0.0166169
预防 1 0.0104841
预防 3 0.0209682
领导 2 0.0166169
领航者 2 0.0166169
题为 5 0.0166169
题目 5 0.0166169
饮酒 1 0.0166169
首要 1 0.0166169
骤停 1 0.0166169
高 1 0.0166169
高危 5 0.0166169
高州市 5 0.0166169
高怡 5 0.0166169
高热量 1 0.0166169
高脂肪 1 0.0166169
高血压 1 0.0498508
高血糖 1 0.0166169
